catg_id,cal_yr_num,qtr_of_yr_num,mnth_of_yr_num,mnth_of_qtr_num,site_promo_dsc_amt,holiday_ind,gms
2130,2019,4,11,2,0.09941118509312173,1,12970.12
2130,2019,4,12,3,0.11190440667622531,1,11863.590000000002
2130,2020,1,1,1,0.06562970572098942,0,8566.7
2130,2020,1,2,2,0.11381079088797008,1,14841.04
2130,2020,1,3,3,0.09887216860870987,0,9841.01
2130,2020,2,4,1,0.09973200197220214,0,13365.77
2130,2020,2,5,2,0.06990661181742605,1,15781.439999999999
2130,2020,2,6,3,0.047679435838273235,1,13539.380000000001
2130,2020,3,7,1,0.01421314463501408,1,12991.46
2130,2020,3,8,2,0.0,0,8236.39
2131,2015,3,8,2,0.011421181548197285,0,17293.92
2131,2015,3,9,3,0.021503672992225158,0,38800.79
2131,2015,4,10,1,0.01045845452486329,0,33376.92
2131,2015,4,11,2,0.022523244852118582,1,50449.88
2131,2015,4,12,3,0.03201767064152512,0,60817.259999999995
2131,2016,1,1,1,0.020640491938681647,1,56213.509999999995
2131,2016,1,2,2,0.02419766513177085,0,53651.850000000006
2131,2016,1,3,3,0.03483282405134335,0,56926.55
2131,2016,2,4,1,0.010774059051423751,0,61788.18
2131,2016,2,5,2,0.014675328841057309,1,53622.41
2131,2016,2,6,3,0.022765228507322984,1,40928.009999999995
2131,2016,3,7,1,0.01862134859004004,0,34878.65
2131,2016,3,8,2,0.018808663689526165,0,43670.54
2131,2016,3,9,3,0.02307270392475759,0,39271.47
2131,2016,4,10,1,0.0178480882387187,0,53248.28
2131,2016,4,11,2,0.04634738145289921,1,46218.76000000001
2131,2016,4,12,3,0.03698012005827096,0,39814.0
2131,2017,1,1,1,0.012836890926828602,1,41093.79000000001
2131,2017,1,2,2,0.04022512732338568,0,50261.78
2131,2017,1,3,3,0.08159889285551018,0,60154.74999999999
2131,2017,2,4,1,0.06125972484857056,0,56991.89
2131,2017,2,5,2,0.054422803701025646,1,64557.24
2131,2017,2,6,3,0.01448157314842937,0,46424.1
2131,2017,3,7,1,0.024623472857239318,1,46210.479999999996
2131,2017,3,8,2,0.021566441873959036,0,43637.24
2131,2017,3,9,3,0.01045332124041213,0,47763.48
2131,2017,4,10,1,0.015240577129239648,1,46742.39
2131,2017,4,11,2,0.07445759968619774,1,42421.62
2131,2017,4,12,3,0.026379586393050738,1,31416.300000000003
2131,2018,1,1,1,0.0008250714942914345,1,34160.07
2131,2018,1,2,2,0.026318762565905745,1,37830.54
2131,2018,1,3,3,0.04157851491362184,0,45444.36
2131,2018,2,4,1,0.0364040437701203,0,39850.93
2131,2018,2,5,2,0.042009948490525334,1,31974.699999999997
2131,2018,2,6,3,0.04000841468396428,1,24944.49
2131,2018,3,7,1,0.059185105466018594,1,28702.609999999997
2131,2018,3,8,2,0.038555218775033026,0,23094.499999999996
2131,2018,3,9,3,0.05554776399206479,1,36107.43
2131,2018,4,10,1,0.058786683736862896,1,42381.86
2131,2018,4,11,2,0.053957486212915476,1,35205.05
2131,2018,4,12,3,0.07117136214486683,1,30615.98
2131,2019,1,1,1,0.033201105407485984,1,28188.7
2131,2019,1,2,2,0.061638123547292506,1,35532.79
2131,2019,1,3,3,0.039720718692171184,0,47386.630000000005
2131,2019,2,4,1,0.05835393657393055,0,39484.08
2131,2019,2,5,2,0.05955791883207633,0,39247.77
2131,2019,2,6,3,0.05777007968078825,1,40113.81
2131,2019,3,7,1,0.015052212462374513,1,33461.36
2131,2019,3,8,2,0.04003053792012118,0,28361.46
2131,2019,3,9,3,0.07951804126974749,1,47385.799999999996
2131,2019,4,10,1,0.08464854960326193,0,43392.61
2131,2019,4,11,2,0.07166600463003388,1,44207.020000000004
2131,2019,4,12,3,0.06976176640647934,0,41525.21
2131,2020,1,1,1,0.031033172913761873,0,48913.4
2131,2020,1,2,2,0.08099981070057995,1,58109.0
2131,2020,1,3,3,0.09026174803388107,0,36976.4
2131,2020,2,4,1,0.08904940043117897,0,21387.870000000003
2131,2020,2,5,2,0.046630253436084845,1,16363.099999999999
2131,2020,2,6,3,0.04218885040276025,1,14879.82
2131,2020,3,7,1,0.013948612081312171,1,12812.35
2131,2020,3,8,2,0.0,0,9166.01
2132,2015,3,8,2,0.03026327085699123,0,10250.279999999999
2132,2015,3,9,3,0.018402408309945405,0,35420.689999999995
2132,2015,4,10,1,0.008919035534136189,1,51149.97
2132,2015,4,11,2,0.03274203875147957,1,106331.94
2132,2015,4,12,3,0.062288151733251515,0,133366.68
2132,2016,1,1,1,0.039563590264534355,0,45735.46
2132,2016,1,2,2,0.04678477204539755,1,35527.03
2132,2016,1,3,3,0.06960408750660027,0,28976.1
2132,2016,2,4,1,0.026232285902555594,0,25191.800000000003
2132,2016,2,5,2,0.013116197725969244,0,27566.030000000002
2132,2016,2,6,3,0.013690962003189876,0,20057.21
2132,2016,3,7,1,0.024614616840767885,1,18795.579999999998
2132,2016,3,8,2,0.028414443306187184,0,24608.77
2132,2016,3,9,3,0.017890703747029283,0,34604.48
2132,2016,4,10,1,0.03154922174878042,1,63757.69
2132,2016,4,11,2,0.028491853957427683,1,90567.29
2132,2016,4,12,3,0.039226522288402454,0,126356.97
2132,2017,1,1,1,0.02264671522885247,0,38982.32
2132,2017,1,2,2,0.02852579578798796,1,31230.680000000004
2132,2017,1,3,3,0.040836600013127694,0,27879.99
2132,2017,2,4,1,0.03426719314388028,0,25735.840000000004
2132,2017,2,5,2,0.04400723322978068,1,26743.24
2132,2017,2,6,3,0.028269136548500214,1,20553.209999999995
2132,2017,3,7,1,0.030377051408350238,1,23692.260000000002
2132,2017,3,8,2,0.058662726708183656,0,35861.63
2132,2017,3,9,3,0.07140330582479693,0,57494.87999999999
2132,2017,4,10,1,0.0710523633478001,0,68577.93
2132,2017,4,11,2,0.09558529620622776,1,112770.08
2132,2017,4,12,3,0.06754935087695478,1,111209.26999999999
2132,2018,1,1,1,0.027140836500784634,1,46314.84
2132,2018,1,2,2,0.051550982093705205,1,27356.86
2132,2018,1,3,3,0.07811560243630647,0,30134.14
2132,2018,2,4,1,0.06331497481349233,0,23838.16
2132,2018,2,5,2,0.06874216177629583,1,21545.06
2132,2018,2,6,3,0.058045052419779836,1,15844.210000000001
2132,2018,3,7,1,0.0774625426113151,1,17501.22
2132,2018,3,8,2,0.09581395739988197,0,27349.22
2132,2018,3,9,3,0.10113269618541575,0,49498.71000000001
2132,2018,4,10,1,0.08957719133563487,1,73432.27
2132,2018,4,11,2,0.08120944619141557,1,106158.34
2132,2018,4,12,3,0.09190685447976639,1,121615.94
2132,2019,1,1,1,0.055268958277971125,1,37706.219999999994
2132,2019,1,2,2,0.07272178375959264,0,29695.93
2132,2019,1,3,3,0.09065625656256562,0,26666.4
2132,2019,2,4,1,0.07879756798430329,0,25442.27
2132,2019,2,5,2,0.10221976669370855,1,24307.96
2132,2019,2,6,3,0.09999649199102806,1,18671.56
2132,2019,3,7,1,0.08123050053497093,1,17795.36
2132,2019,3,8,2,0.12339834695631778,0,26687.74
2132,2019,3,9,3,0.1317113280970322,1,51677.7
2132,2019,4,10,1,0.1304921736336162,0,79790.54000000001
2132,2019,4,11,2,0.06659590674215016,1,114009.92
2132,2019,4,12,3,0.08436875459942599,1,147803.77
2132,2020,1,1,1,0.05554008506605519,1,43135.89000000001
2132,2020,1,2,2,0.11033360995663923,1,35559.79
2132,2020,1,3,3,0.09404319324611418,0,26613.419999999995
2132,2020,2,4,1,0.09777165608820776,0,24535.71
2132,2020,2,5,2,0.08111683043111222,1,26380.37
2132,2020,2,6,3,0.08139138153617448,1,21472.04
2132,2020,3,7,1,0.01583110157212115,1,21152.949999999997
2132,2020,3,8,2,0.0,0,22172.42
2133,2015,3,8,2,0.0003607036973687961,0,33675.840000000004
2133,2015,3,9,3,0.0024860486765675796,0,69790.87000000001
2133,2015,4,10,1,0.002116736749032174,1,56288.53
2133,2015,4,11,2,0.00522001021020967,1,55532.649999999994
2133,2015,4,12,3,0.025897117576687813,1,46518.15
2133,2016,1,1,1,0.009309354023469569,1,84487.28
2133,2016,1,2,2,0.0019635918143861278,1,93290.01
2133,2016,1,3,3,0.005467528844133762,0,104479.65
2133,2016,2,4,1,0.013718596690273836,0,106155.61
2133,2016,2,5,2,0.004585507629608958,0,129032.17000000001
2133,2016,2,6,3,0.015044345942241962,0,147861.33000000002
2133,2016,3,7,1,0.004977208323007962,1,118639.8
2133,2016,3,8,2,0.026140424267220713,0,79507.90999999999
2133,2016,3,9,3,0.035101909627682136,0,43246.65000000001
2133,2016,4,10,1,0.059842898887532414,1,40792.2
2133,2016,4,11,2,0.024404492601734495,1,31430.340000000004
2133,2016,4,12,3,0.01350458159081232,0,25717.05
2133,2017,1,1,1,0.030586079289331956,0,46608.54
2133,2017,1,2,2,0.036060406474657164,1,39506.03
2133,2017,1,3,3,0.05741163891505755,0,43255.75
2133,2017,2,4,1,0.03789850813288388,0,47212.65
2133,2017,2,5,2,0.08100958594082341,1,59027.07
2133,2017,2,6,3,0.037679250650939765,0,66572.98
2133,2017,3,7,1,0.03204248712362992,1,56659.99
2133,2017,3,8,2,0.0724831612282388,0,34365.630000000005
2133,2017,3,9,3,0.053192123055821765,1,18197.92
2133,2017,4,10,1,0.038299148555379345,1,16930.05
2133,2017,4,11,2,0.05172304008440558,1,19411.04
2133,2017,4,12,3,0.05191860376486012,0,15743.48
2133,2018,1,1,1,0.0329103616313973,1,30559.57
2133,2018,1,2,2,0.07254998050130623,1,31873.93
2133,2018,1,3,3,0.09567184360672122,0,38264.56
2133,2018,2,4,1,0.0372641077331234,0,33840.66
2133,2018,2,5,2,0.046231242432434816,1,44276.130000000005
2133,2018,2,6,3,0.04947116317819848,1,48323.98
2133,2018,3,7,1,0.09165703258964182,1,52340.25
2133,2018,3,8,2,0.08862035872313936,0,23038.380000000005
2133,2018,3,9,3,0.08254451695226368,1,15172.310000000001
2133,2018,4,10,1,0.08341240294840295,0,12718.75
2133,2018,4,11,2,0.059312211567638606,1,10743.42
2133,2018,4,12,3,0.07690318815536425,0,10092.669999999998
2133,2019,1,1,1,0.03147150203117568,1,14631.92
2133,2019,1,2,2,0.0729993976083771,1,18725.359999999997
2133,2019,1,3,3,0.0960150747610099,0,24478.0
2133,2019,2,4,1,0.07683270839332079,0,28026.69
2133,2019,2,5,2,0.07576182574056134,0,46039.4
2133,2019,2,6,3,0.05920194159978304,1,46641.95
2133,2019,3,7,1,0.0846585772870018,1,42102.94
2133,2019,3,8,2,0.08914606714685683,0,22566.06
2133,2019,3,9,3,0.10601450458617451,1,17759.899999999998
2133,2019,4,10,1,0.10989247713214284,1,12858.660000000002
2133,2019,4,11,2,0.0863502793544907,1,10103.65
2133,2019,4,12,3,0.08310712314132704,1,12299.769999999999
2133,2020,1,1,1,0.037372717143693904,1,18336.129999999997
2133,2020,1,2,2,0.06743802867207403,1,21166.239999999998
2133,2020,1,3,3,0.04365927688003707,0,15234.54
2133,2020,2,4,1,0.04423899353882532,0,24884.02
2133,2020,2,5,2,0.01681155709646696,1,56203.39
2133,2020,2,6,3,0.023601640228311058,1,66015.2
2133,2020,3,7,1,0.011384113611024746,1,52040.02
2133,2020,3,8,2,0.0,0,22766.14
2146,2015,3,8,2,0.009101967228079785,0,10954.499999999998
2146,2015,3,9,3,0.015194553300804646,0,20927.170000000002
2146,2015,4,10,1,0.013563633334867643,1,22811.550000000003
2146,2015,4,11,2,0.021173413168367086,1,33986.75
2146,2015,4,12,3,0.02622200587169241,0,43006.34
2146,2016,1,1,1,0.016422943349877907,1,26770.109999999997
2146,2016,1,2,2,0.013042898170247688,1,22260.390000000003
2146,2016,1,3,3,0.03296187805587906,0,22299.23
2146,2016,2,4,1,0.009384466426213545,0,21193.32
2146,2016,2,5,2,0.005947199270310106,0,25150.41
2146,2016,2,6,3,0.004076052018664459,1,26366.69
2146,2016,3,7,1,0.014266109922330777,0,24801.33
2146,2016,3,8,2,0.016964504332233114,0,27894.39
2146,2016,3,9,3,0.008427360454550682,1,25213.47
2146,2016,4,10,1,0.0386804668640011,0,33300.49
2146,2016,4,11,2,0.020163496844551862,1,41742.090000000004
2146,2016,4,12,3,0.035103154637658285,0,57901.42
2146,2017,1,1,1,0.019828422992368196,0,26878.309999999998
2146,2017,1,2,2,0.021421238694774677,1,22044.01
2146,2017,1,3,3,0.03545252656504641,0,24734.57
2146,2017,2,4,1,0.03790765892849664,0,22206.370000000003
2146,2017,2,5,2,0.05120524521469688,1,23081.610000000004
2146,2017,2,6,3,0.014479945472510924,0,21435.06
2146,2017,3,7,1,0.014360713892371717,1,20792.49
2146,2017,3,8,2,0.030305817497007302,0,20374.57
2146,2017,3,9,3,0.03459003943486099,1,15247.930000000002
2146,2017,4,10,1,0.04288011758594917,1,18423.97
2146,2017,4,11,2,0.03845346233829468,1,40542.11
2146,2017,4,12,3,0.027394184450032784,0,42389.8
2146,2018,1,1,1,0.036473040175758295,1,18789.44
2146,2018,1,2,2,0.06363058828003279,1,17881.62
2146,2018,1,3,3,0.0795881865248926,0,17248.1
2146,2018,2,4,1,0.05276321110143884,0,17162.46
2146,2018,2,5,2,0.08221932655747784,1,14964.9
2146,2018,2,6,3,0.05253434012975997,1,12709.62
2146,2018,3,7,1,0.05791146315206586,0,14537.45
2146,2018,3,8,2,0.05800467676162774,0,14026.8
2146,2018,3,9,3,0.06512121975431027,1,14768.22
2146,2018,4,10,1,0.07234719721689406,1,19362.54
2146,2018,4,11,2,0.07563196762237968,1,48127.06999999999
2146,2018,4,12,3,0.08476641343350529,1,42806.399999999994
2146,2019,1,1,1,0.05309549971302232,1,21377.970000000005
2146,2019,1,2,2,0.07450635221015996,0,16814.620000000003
2146,2019,1,3,3,0.06715114225533865,0,20101.460000000003
2146,2019,2,4,1,0.08281849176176548,0,18196.86
2146,2019,2,5,2,0.08441130700144128,1,15312.989999999998
2146,2019,2,6,3,0.07817205122395364,1,15579.43
2146,2019,3,7,1,0.06026184415944604,0,17883.92
2146,2019,3,8,2,0.06167019172196961,0,21767.98
2146,2019,3,9,3,0.05182779594480462,1,20317.639999999996
2146,2019,4,10,1,0.04716861785605168,1,24449.19
2146,2019,4,11,2,0.04386468780781397,1,39776.46
2146,2019,4,12,3,0.046772118199575115,1,55629.98
2146,2020,1,1,1,0.03670577281558367,1,25400.95
2146,2020,1,2,2,0.057800522730783385,1,19486.129999999997
2146,2020,1,3,3,0.055153734120409525,0,17069.08
2146,2020,2,4,1,0.05380059246030429,0,27728.440000000002
2146,2020,2,5,2,0.04498216361906776,1,30275.199999999997
2146,2020,2,6,3,0.05056134593811329,1,23836.460000000003
2146,2020,3,7,1,0.014944261953952947,1,20183.699999999997
2146,2020,3,8,2,0.0,0,11490.93
2147,2015,3,8,2,0.0,0,203.82
2147,2015,3,9,3,0.0,1,1061.3
2147,2015,4,10,1,0.0,1,1082.82
2147,2015,4,11,2,0.0,1,727.62
2147,2015,4,12,3,0.0,1,683.92
2147,2016,1,1,1,0.0,1,539.54
2147,2016,1,2,2,0.0,1,121.81
2147,2016,1,3,3,0.0,0,913.54
2147,2016,2,4,1,0.0,0,2878.67
2147,2016,2,5,2,0.0,1,2706.97
2147,2016,2,6,3,0.0,1,793.05
2147,2016,3,7,1,0.0,1,397.82
2147,2016,3,8,2,0.0,0,620.93
2147,2016,3,9,3,0.0,1,676.66
2147,2016,4,10,1,0.056345861140381696,1,683.28
2147,2016,4,11,2,0.0,1,1171.24
2147,2016,4,12,3,0.0,1,605.91
2147,2017,1,1,1,0.0,1,629.93
2147,2017,1,2,2,0.031966649613097135,0,1250.96
2147,2017,1,3,3,0.02817764165390506,0,509.34000000000003
2147,2017,2,4,1,0.0,0,723.25
2147,2017,2,5,2,0.005979301268245992,0,334.32
2147,2017,2,6,3,0.0,1,616.09
2147,2017,3,7,1,0.0,1,367.15
2147,2017,3,8,2,0.013836586224429931,0,1278.35
2147,2017,3,9,3,0.0,1,210.09
2147,2017,4,10,1,0.033387816321821404,1,520.04
2147,2017,4,11,2,0.11555176874471366,1,401.98
2147,2017,4,12,3,0.0,1,193.48
2147,2018,1,1,1,0.05702265372168285,1,216.3
2147,2018,1,2,2,0.0584022201228153,1,169.36
2147,2018,1,3,3,0.0,0,458.1
2147,2018,2,4,1,0.0,0,527.81
2147,2018,2,5,2,0.06124609768586578,1,605.4100000000001
2147,2018,2,6,3,0.09184913981990643,1,707.41
2147,2018,3,7,1,0.08561668802840916,0,850.4300000000001
2147,2018,3,8,2,0.09915341057258877,0,1073.72
2147,2018,3,9,3,0.08749440763544175,1,469.39
2147,2018,4,10,1,0.1,1,783.09
2147,2018,4,11,2,0.0840775050637436,1,671.4399999999999
2147,2018,4,12,3,0.058565429195363686,1,297.65
2147,2019,1,1,1,0.07925392319640084,1,373.41999999999996
2147,2019,1,2,2,0.042880054989116734,0,261.87
2147,2019,1,3,3,0.09528601330568687,0,1017.61
2147,2019,2,4,1,0.09613273277500177,0,284.18
2147,2019,2,5,2,0.07941631136709303,1,802.1400000000001
2147,2019,2,6,3,0.09051736101473813,1,720.58
2147,2019,3,7,1,0.08972440373482124,1,620.11
2147,2019,3,8,2,0.07686817100337946,0,659.87
2147,2019,3,9,3,0.07076843198338525,0,500.76
2147,2019,4,10,1,0.09702820601794478,1,403.46000000000004
2147,2019,4,11,2,0.07021561245760866,0,642.82
2147,2019,4,12,3,0.04359844391614437,1,462.70000000000005
2147,2020,1,1,1,0.07396622710185573,0,335.18
2147,2020,1,2,2,0.1,1,378.35
2147,2020,1,3,3,0.06107295051662742,0,513.9100000000001
2147,2020,2,4,1,0.09346670252601527,0,483.37
2147,2020,2,5,2,0.09824997573558507,0,1339.41
2147,2020,2,6,3,0.10761956335107578,0,1514.26
2147,2020,3,7,1,0.07198021975923857,0,1047.51
2147,2020,3,8,2,0.0,0,682.63
2150,2015,3,8,2,0.002216842085809069,0,2164.3399999999997
2150,2015,3,9,3,0.0009079928420161558,1,6946.09
2150,2015,4,10,1,0.0,1,20936.09
2150,2015,4,11,2,0.007682021634301802,1,35185.79
2150,2015,4,12,3,0.0025206388623497987,0,66798.74
2150,2016,1,1,1,0.0027080128926675984,1,44509.020000000004
2150,2016,1,2,2,0.03153639497571654,1,18533.190000000002
2150,2016,1,3,3,0.005918756950729181,0,8883.96
2150,2016,2,4,1,0.011778970854129628,0,3971.06
2150,2016,2,5,2,0.0029451797377322273,1,3937.9599999999996
2150,2016,2,6,3,0.0,1,940.55
2150,2016,3,7,1,0.0,1,2204.2
2150,2016,3,8,2,0.0,0,2048.2
2150,2016,3,9,3,0.0,1,4570.12
2150,2016,4,10,1,0.031233045222777957,0,4316.63
2150,2016,4,11,2,0.0015228144454724202,0,12602.98
2150,2016,4,12,3,0.0014027200590129925,0,21093.66
2150,2017,1,1,1,0.0,1,8468.01
2150,2017,1,2,2,0.0,1,6755.53
2150,2017,1,3,3,0.00807502139393363,0,1893.0600000000002
2150,2017,2,4,1,0.0,0,629.43
2150,2017,2,5,2,0.0,1,819.1
2150,2017,2,6,3,0.017948003714020427,0,646.2
2150,2017,3,7,1,0.0,1,241.91
2150,2017,3,8,2,0.0,0,1343.04
2150,2017,3,9,3,0.008526947059057152,0,503.58
2150,2017,4,10,1,0.004007464779616405,0,1390.53
2150,2017,4,11,2,0.02295462026131631,1,7686.47
2150,2017,4,12,3,0.007659182383148026,0,6484.7
2150,2018,1,1,1,0.032869376193926624,0,6072.4
2150,2018,1,2,2,0.0218203907804723,1,2296.43
2150,2018,1,3,3,0.10085433609791448,0,1241.9
2150,2018,2,4,1,0.0,0,193.31
2150,2018,2,5,2,0.010363598658970725,1,289.33
2150,2018,2,6,3,0.0,1,0.0
2150,2018,3,7,1,0.0,1,33.94
2150,2018,3,8,2,0.0,0,349.27
2150,2018,3,9,3,0.09018011964626323,1,461.36
2150,2018,4,10,1,0.017913792235258574,0,595.77
2150,2018,4,11,2,0.06436789223804792,1,452.85
2150,2018,4,12,3,0.007945410917816436,1,333.40000000000003
2150,2019,1,1,1,0.0,1,551.8
2150,2019,1,2,2,0.023655013606866233,0,286.62
2150,2019,1,3,3,0.02174149398823229,0,312.71999999999997
2150,2019,2,4,1,0.0,0,272.47
2150,2019,2,5,2,0.0,1,115.92
2150,2019,2,6,3,0.0,1,36.49
2150,2019,3,7,1,0.005763105793234055,0,232.33999999999997
2150,2019,3,8,2,0.008470373931083337,0,197.63
2150,2019,3,9,3,0.0,1,135.5
2150,2019,4,10,1,0.015860735009671178,0,1008.1500000000001
2150,2019,4,11,2,0.06664725615393297,1,4164.41
2150,2019,4,12,3,0.12071249742191258,1,10472.880000000001
2150,2020,1,1,1,0.06279130434782608,0,9430.0
2150,2020,1,2,2,0.12203092347374064,0,7067.77
2150,2020,1,3,3,0.12754461178697696,0,1796.0500000000002
2150,2020,2,4,1,0.14925599611546278,0,1565.1799999999998
2150,2020,2,5,2,0.0,1,19.38
2150,2020,2,6,3,0.0,1,46.78
2150,2020,3,7,1,0.0,1,126.49
2150,2020,3,8,2,0.0,0,315.38
2152,2015,3,8,2,0.0,0,185.35
2152,2015,3,9,3,0.0,1,0.0
2152,2015,4,10,1,0.0,1,53.92
2152,2015,4,11,2,0.0,1,26.39
2152,2015,4,12,3,0.0,1,0.0
2152,2016,1,1,1,0.0,1,24.44
2152,2016,1,2,2,0.0,1,0.0
2152,2016,1,3,3,0.0,0,334.0
2152,2016,2,4,1,0.0,0,168.0
2152,2016,2,5,2,0.0,1,504.0
2152,2016,2,6,3,0.0,1,0.0
2152,2016,3,7,1,0.0,1,969.55
2152,2016,3,8,2,0.0,0,1835.92
2152,2016,3,9,3,0.09349656435061707,0,1769.6799999999998
2152,2016,4,10,1,0.1074589274284071,1,2155.94
2152,2016,4,11,2,0.05105548423905291,1,1892.97
2152,2016,4,12,3,0.0063678954506226106,0,1459.98
2152,2017,1,1,1,0.08917379226528929,0,3686.2400000000002
2152,2017,1,2,2,0.06896536865646549,0,7078.27
2152,2017,1,3,3,0.13397600988827552,0,7062.91
2152,2017,2,4,1,0.04223707613747203,0,4182.96
2152,2017,2,5,2,0.14938358478270963,0,6245.79
2152,2017,2,6,3,0.1446985218345986,1,10684.19
2152,2017,3,7,1,0.1337825039513939,1,9534.61
2152,2017,3,8,2,0.14782693397092028,0,7520.02
2152,2017,3,9,3,0.14254618545649456,1,2798.5
2152,2017,4,10,1,0.006745023448956775,1,1377.4600000000003
2152,2017,4,11,2,0.09618974841288502,1,2977.1000000000004
2152,2017,4,12,3,0.1651875088004756,1,3195.85
2152,2018,1,1,1,0.06524295668338079,0,6756.76
2152,2018,1,2,2,0.17144442511650174,0,7645.8099999999995
2152,2018,1,3,3,0.1922680360888238,0,12014.8
2152,2018,2,4,1,0.001047027324927573,0,5370.92
2152,2018,2,5,2,0.04536618555781115,1,6724.05
2152,2018,2,6,3,0.05433860393366757,0,4537.75
2152,2018,3,7,1,0.2532855480371271,1,10655.3
2152,2018,3,8,2,0.18881547470537297,0,3406.8500000000004
2152,2018,3,9,3,0.12494468839246409,0,1771.78
2152,2018,4,10,1,0.1306441236020966,0,2113.88
2152,2018,4,11,2,0.09675929716540846,1,1221.3400000000001
2152,2018,4,12,3,0.15979778776356726,1,1157.1999999999998
2152,2019,1,1,1,0.05977999826390565,0,2073.62
2152,2019,1,2,2,0.12734368492078035,1,1800.69
2152,2019,1,3,3,0.15367406727612862,0,2833.1
2152,2019,2,4,1,0.2245622603726587,0,1637.9599999999998
2152,2019,2,5,2,0.09844476449490679,1,1430.33
2152,2019,2,6,3,0.061887566740700437,0,1359.74
2152,2019,3,7,1,0.14698435223071393,0,1571.4699999999998
2152,2019,3,8,2,0.01918044848213429,0,625.22
2152,2019,3,9,3,0.0408867903648235,0,542.18
2152,2019,4,10,1,0.03674776529104004,0,426.23
2152,2019,4,11,2,0.06254577695539881,0,259.40999999999997
2152,2019,4,12,3,0.03521557618944793,0,138.93
2152,2020,1,1,1,0.04633032046014791,1,608.5
2152,2020,1,2,2,0.061597022364422716,1,621.97
2152,2020,1,3,3,0.07741546526867628,0,381.5
2152,2020,2,4,1,0.09505478592460298,0,414.34000000000003
2152,2020,2,5,2,0.007857545670488917,1,585.1700000000001
2152,2020,2,6,3,0.059709416276097146,1,586.75
2152,2020,3,7,1,0.0066411888203647814,0,609.6800000000001
2152,2020,3,8,2,0.0,0,173.45
2153,2015,3,8,2,0.0,0,285.75
2153,2015,3,9,3,0.0,1,225.8
2153,2015,4,10,1,0.0,1,282.25
2153,2015,4,11,2,0.0,1,465.95
2153,2015,4,12,3,0.0,1,139.89
2153,2016,1,1,1,0.0,1,419.12
2153,2016,1,2,2,0.0,1,494.67
2153,2016,1,3,3,0.0,0,891.5
2153,2016,2,4,1,0.0,0,913.46
2153,2016,2,5,2,0.0,1,355.06
2153,2016,2,6,3,0.0,1,83.92
2153,2016,3,7,1,0.0,1,834.17
2153,2016,3,8,2,0.0,0,476.28
2153,2016,3,9,3,0.0,1,657.21
2153,2016,4,10,1,0.0,1,185.74
2153,2016,4,11,2,0.0,1,188.45
2153,2016,4,12,3,0.0,1,100.16
2153,2017,1,1,1,0.0,1,67.35
2153,2017,1,2,2,0.0,1,215.75
2153,2017,1,3,3,0.0,0,202.77
2153,2017,2,4,1,0.034262849969738406,0,1338.33
2153,2017,2,5,2,0.04712628526232534,1,1137.9
2153,2017,2,6,3,0.02650919003990782,0,711.64
2153,2017,3,7,1,0.10085134250163719,1,106.89
2153,2017,3,8,2,0.13408794079233785,0,160.79
2153,2017,3,9,3,0.0,1,56.9
2153,2017,4,10,1,0.05927346115035318,0,247.75
2153,2017,4,11,2,0.08224885844748858,1,306.6
2153,2017,4,12,3,0.16726858877086495,0,494.25
2153,2018,1,1,1,0.2,0,53.9
2153,2018,1,2,2,0.1609940602936232,0,267.69
2153,2018,1,3,3,0.2,0,56.9
2153,2018,2,4,1,0.15625736507188312,0,212.15
2153,2018,2,5,2,0.051107019355997665,1,222.67000000000002
2153,2018,2,6,3,0.0,1,202.25
2153,2018,3,7,1,0.1330945558739255,0,279.20000000000005
2153,2018,3,8,2,0.2,0,477.45
2153,2018,3,9,3,0.0,1,0.0
2153,2018,4,10,1,0.11399543579390854,0,113.93
2153,2018,4,11,2,0.2,1,56.9
2153,2018,4,12,3,0.17220793661825004,1,143.89000000000001
2153,2019,1,1,1,0.0,1,0.0
2153,2019,1,2,2,0.25,0,103.9
2153,2019,1,3,3,0.1396776903688994,0,261.86
2153,2019,2,4,1,0.0,0,0.0
2153,2019,2,5,2,0.15,1,56.9
2153,2019,2,6,3,0.0,1,0.0
2153,2019,3,7,1,0.0,1,0.0
2153,2019,3,8,2,0.0,0,0.0
2153,2019,3,9,3,0.0,1,0.0
2153,2019,4,10,1,0.0,1,0.0
2153,2019,4,11,2,0.0,1,0.0
2153,2019,4,12,3,0.0,1,0.0
2153,2020,1,1,1,0.0,1,0.0
2153,2020,1,2,2,0.0,1,0.0
2153,2020,1,3,3,0.0,0,0.0
2153,2020,2,4,1,0.0,0,0.0
2153,2020,2,5,2,0.0,1,0.0
2153,2020,2,6,3,0.0,1,0.0
2153,2020,3,7,1,0.0,1,0.0
2153,2020,3,8,2,0.0,0,0.0
2155,2015,3,8,2,0.0,0,772.8
2155,2015,3,9,3,0.0,1,2171.99
2155,2015,4,10,1,0.0,1,1030.15
2155,2015,4,11,2,0.0,1,1345.14
2155,2015,4,12,3,0.0,1,1105.08
2155,2016,1,1,1,0.0,1,2766.02
2155,2016,1,2,2,0.0,1,2951.98
2155,2016,1,3,3,0.0,0,1895.8
2155,2016,2,4,1,0.0,0,1035.24
2155,2016,2,5,2,0.0,1,1883.85
2155,2016,2,6,3,0.0,1,2412.39
2155,2016,3,7,1,0.0,1,2672.66
2155,2016,3,8,2,0.0,0,3940.73
2155,2016,3,9,3,0.0,1,3214.35
